student_id,subject,exam_score,homework_completion_%,teacher_comments
s04330,english,71,95%,southern threat carry hotel clearly game involve enter sound.
s11421,arabic,63,100%,per bag whose only moment throughout radio dream same.
s03336,science,97,95%,under player notice idea republican director green.
s03443,geography,59,80%,speech read resource area local quite soon once child give me.
s07198,geography,56,100%,run center grow wait know law trouble good.
s04422,geography,49,0%,and beyond pay more evening chair.
s10776,arabic,87,0%,hundred whether rich significant painting coach how increase above minute newspaper else off.
s06451,history,92,90%,expert foot bag lead author large fish local.
s06671,english,60,90%,specific good board method actually charge personal.
s09806,geography,62,0%,term offer doctor why raise form season right full.
s06708,math,91,90%,No comment
s08859,science,46,80%,close friend any successful town decision manager the.
s00159,arabic,91,0%,budget eye career among medical turn study authority turn environmental.
s09454,science,47,95%,talk guy reality according author learn somebody four.
s00140,english,70,80%,number detail always rise early him board pay pm environmental.
s05792,math,100,100%,page training gun until gas trip measure.
s05320,history,91,0%,prepare professor single left special easy under.
s02406,geography,77,95%,describe charge call husband minute pressure.
s04086,geography,40,80%,feel change rule question nation back size.
s01001,math,98,100%,republican of then mouth nature response another level whether american others specific although.
s00078,english,85,0%,walk far order billion hard compare a page beautiful bag space degree already.
s10298,math,82,95%,couple sort energy information its machine factor.
s05132,science,56,80%,learn pay trade technology during here six response.
s03155,arabic,69,80%,send eight democrat floor model decision stand determine.
s02341,science,45,0%,usually feeling benefit man hot back door mr baby chair.
s09136,geography,52,0%,air majority debate improve employee staff while action.
s00887,arabic,54,100%,few improve mind various public decide air manager business thing.
s10176,arabic,43,95%,feel item specific yourself investment most economy simple hope.
s11699,english,98,90%,role head sing today seem suggest between four just network wind.
s01026,history,65,0%,issue health continue night score citizen against various whose.
s01655,science,42,100%,No comment
s01236,geography,56,0%,face whether term style to continue open brother.
s07806,english,70,80%,country book wear away life product instead minute language color within cold ball.
s07580,history,66,100%,wonder brother pressure success mean owner defense.
s11169,english,48,100%,traditional no over already star against radio career laugh month real ability.
s09960,math,89,95%,under into five race late probably thing.
s09137,math,95,90%,teacher hard nice throughout party eye art.
s09430,geography,98,95%,debate effort rate present side radio american owner result worry grow board.
s06876,english,98,0%,star would into year how smile skin so weight my.
s04148,arabic,73,0%,fast doctor business range grow management shoulder story.
s11630,arabic,52,0%,meeting own certainly above paper thing already area left eye forget offer.
s08153,math,85,95%,miss result red newspaper again treat different drug.
s07332,english,50,80%,head seat life including until herself themselves hour main event.
s08810,english,100,80%,identify professor improve enter agreement child month feeling whole perform whom with.
s06691,geography,84,0%,top wear daughter detail media together exist garden executive.
s03195,geography,60,100%,walk seat down concern data test technology opportunity.
s02839,science,100,80%,fear audience poor government player address.
s05039,science,84,80%,pass start second rule social determine possible.
s08307,math,44,80%,along cause visit pull need forward power reach forget.
s07481,science,100,0%,security somebody from cost structure laugh choice activity like.
s02191,math,85,90%,year ask national me strong reveal hotel room picture social particularly.
s08858,science,100,100%,early discover travel day admit song action popular different get them.
s03525,arabic,78,100%,world religious chance ago fund case.
s08183,math,59,80%,yeah win second building option woman let for time particular several girl middle.
s05108,arabic,100,95%,each look natural week again member time.
s05976,history,87,95%,reality whatever pull his every similar high.
s00804,history,43,90%,happen yes society half police never.
s07179,science,42,95%,No comment
s00785,english,67,0%,military range them first into subject almost find.
s02022,english,56,80%,language door include hospital final cultural cover.
s01325,geography,100,100%,federal nice cover ball government fast remember hospital expect old modern teacher.
s02902,math,84,80%,floor statement fine positive news office even.
s03248,science,40,80%,hair state paper focus book whose expert mouth bed direction.
s05709,arabic,100,0%,dog same inside prove no major.
s07355,arabic,57,90%,No comment
s03655,science,100,100%,study ten let customer bad effect at thought forward wait speak far large.
s08538,english,62,80%,on so strong take ten camera could her.
s04287,arabic,86,80%,No comment
s08162,english,47,95%,will deal mission head teacher nature less think computer myself away season tonight.
s10572,geography,43,95%,break half tax media member ball check these public media.
s03142,science,62,95%,manager party main responsibility surface good relate important.
s04904,geography,100,0%,parent develop yes record quality chance beat receive through state each.
s01049,english,83,0%,student standard cost operation way economy yourself eye it.
s09163,history,82,0%,police source water experience dream born how.
s08803,english,43,95%,evidence pass little fast join kid similar claim.
s01974,history,98,90%,entire reality participant american short sense former human particularly life perhaps born develop.
s06544,history,45,90%,capital election glass audience suffer type create store produce people opportunity involve.
s03532,english,65,80%,traditional recently condition conference friend concern make movie mention itself.
s05499,arabic,51,100%,speak skin ever sign live off sport.
s00391,history,81,0%,act size according edge likely position improve most team fast.
s07795,geography,44,100%,born across serve lot must improve.
s08301,arabic,66,90%,walk me feel three somebody right class enough.
s11460,science,100,80%,pay model stage save fear professor foot owner per election option where father.
s10453,english,79,100%,relate century spring can where officer.
s09915,math,100,90%,mother less maintain book commercial control away become hope painting do pretty claim.
s02244,geography,50,0%,wear none clearly suddenly field economy nothing our receive nothing.
s11557,science,90,90%,stock thus interest leave situation condition two when owner.
s09847,history,67,0%,conference amount night really present city finally director remain it economy moment.
s05784,history,89,0%,describe according capital send care impact mrs price rich reach whose always usually.
s05451,geography,63,90%,song others picture building common here possible to.
s10403,english,97,0%,one whole quickly record choice line effort name billion war me through.
s11180,science,54,90%,pick take maintain feel local brother avoid phone.
s03052,english,58,0%,middle person think sea more remember face begin same image.
s07906,english,53,95%,still chair chance them customer keep speak last draw parent list defense.
s08821,english,89,0%,again five less attack husband fire education food usually low nor treat.
s08007,english,99,100%,us entire next event event gun citizen world mean arrive boy laugh answer.
s11113,history,81,100%,former force professional image house business see fish environment.
s11634,arabic,51,90%,dog fact system house result town other beautiful plan drug it third everybody.
s07573,geography,89,80%,yourself forget official her represent avoid blue eight indeed central economic fund.
s04678,math,54,95%,everything law he tend expert employee bag discover.
s02551,science,92,100%,decide it economic gun yes prove your machine heart.
s10697,arabic,84,80%,child sometimes various poor visit other base past event medical heart research author.
s11268,arabic,79,80%,human available describe tree few direction next summer than another laugh choose whom.
s05170,english,82,95%,social large few beautiful ever college watch throughout everyone concern within laugh answer.
s06347,geography,47,100%,throw attention source condition other human pretty.
s04663,math,54,0%,article such per rest record who few choice by.
s05589,math,73,0%,lawyer agree imagine this season everyone reflect.
s03628,science,93,80%,popular artist which reality exactly in way important course view picture set lawyer.
s03601,geography,69,100%,lead effect help center per watch media prepare western visit mind.
s00142,english,88,0%,whatever film age shake lot understand behind cut rate at everything father.
s10282,english,73,90%,No comment
s06937,history,45,100%,color magazine according born sport left box together.
s08494,science,100,95%,move many environmental add partner appear owner.
s02458,english,41,100%,leg trial energy law itself finish response significant back executive same someone white.
s02715,geography,94,0%,No comment
s05274,history,50,95%,animal house important oil later star marriage image determine area whose news.
s03078,arabic,58,100%,discuss where until because school democrat education law act bad score.
s01616,english,95,100%,catch table quickly amount however their stock store defense require.
s09767,geography,41,0%,pattern like day apply defense common field someone prove position consider reach speak.
s08714,math,98,100%,operation cut will might billion pass fund consider offer upon knowledge technology everyone.
s06356,math,100,95%,No comment
s02103,geography,100,0%,system kind analysis main today shake.
s04287,geography,86,95%,everyone perform mission tend develop item game morning agency style sound.
s02734,geography,56,80%,shoulder management long north during firm again past after simple.
s04961,english,50,90%,beat seat dog and avoid green set nearly him concern.
s03272,math,68,0%,stand value back evidence prove surface pattern too sometimes hotel quite magazine.
s11161,history,91,90%,box share when key night message its scene short.
s04621,science,100,90%,staff cut herself analysis evening statement.
s04819,science,64,0%,radio history piece last social cut politics former teacher table.
s11207,arabic,79,80%,No comment
s00187,english,78,90%,no language hold teach capital young past quite market plan performance mother drop.
s07941,arabic,89,0%,agent write collection reason realize present top its language.
s09656,science,100,100%,wall ask project despite strong rest great never performance involve recognize.
s00765,english,55,0%,billion subject would large may write score unit design pretty west might long.
s10732,science,82,100%,have speech thing data project letter action now street hundred message cultural.
s10742,math,60,100%,instead who mr adult realize us music after large poor young.
s04294,science,74,80%,lay nation direction imagine kind born church what growth team live federal.
s08658,english,97,0%,No comment
s10973,arabic,60,90%,statement public including may stop detail reveal.
s11337,history,63,0%,No comment
s00571,arabic,75,100%,compare how such way mean ever.
s08757,science,71,0%,bar author product fund rest threat look rest total conference analysis record move.
s00815,history,68,0%,do hospital and detail onto son continue possible dark.
s02304,history,50,90%,already floor race write great organization member reduce city lay ahead there.
s00760,science,97,100%,No comment
s07831,english,69,0%,radio against cut stand trial need sea fast attention way bank will.
s07396,science,76,100%,No comment
s01647,history,90,0%,likely matter learn art other current buy charge reflect if note.
s08992,math,68,80%,great ten meet west plan law foreign authority less throughout down final nor agree.
s03620,english,48,80%,No comment
s03701,math,76,95%,wish growth have put anyone prevent.
s08142,history,76,100%,soldier three not expert statement down audience across stock.
s00503,math,76,100%,No comment
s10078,science,72,95%,trial value daughter try government think far.
s05873,arabic,45,90%,pass offer keep raise need become social white who.
s08095,arabic,85,100%,national lawyer reflect detail year wait.
s00446,english,57,0%,ground treatment peace congress compare forget environment position.
s05541,arabic,89,95%,if four development wife protect however attention consumer thing father consider forward.
s11613,math,89,0%,produce born can commercial free miss when pass power do commercial cell site.
s03206,science,47,100%,miss production heavy return simply real behind suddenly form stuff city.
s02463,history,40,100%,friend look performance yourself reveal image avoid white there.
s03882,arabic,85,80%,night doctor shake role culture music turn team evidence stand then citizen collection.
s10425,geography,72,0%,treat structure recently various until natural staff discuss newspaper new early.
s01396,science,93,80%,concern couple station country impact left couple billion value first result role.
s04003,geography,63,0%,by nor father national back listen other purpose building project.
s08479,science,85,0%,air just machine possible market once itself garden bit last two strategy.
s00721,english,93,90%,No comment
s05187,arabic,57,0%,successful top save certainly itself wall learn.
s05811,arabic,100,80%,billion toward make successful politics serious walk worry.
s04065,science,45,100%,agreement hour later believe campaign thousand sell law mouth affect attention people former tough.
s11715,history,74,0%,No comment
s08294,english,69,95%,could prove that exactly stand finish that sister concern painting.
s07629,geography,100,100%,throughout decade even hope add seem.
s09061,geography,48,100%,work rate prevent then available push serve record available find southern name address.
s04234,math,73,80%,yourself individual mrs research animal audience vote turn science deep nor behind around.
s09830,history,83,100%,some father attack knowledge bring prepare hair worry none.
s06140,geography,78,0%,crime nearly allow politics risk military tree.
s00279,science,76,80%,identify cell finish save which audience religious sign draw president citizen.
s01913,math,42,100%,may few pull young stock black culture.
s11701,history,57,80%,person make lead long minute purpose.
s03127,history,100,90%,perhaps perhaps doctor rate action instead road local piece fund.
s04037,arabic,51,80%,No comment
s01906,arabic,100,100%,center role challenge feeling hit contain table.
s04072,history,92,100%,condition discussion peace stand necessary resource read per form.
s10964,arabic,55,90%,No comment
s08391,science,100,0%,stock increase reach always prepare air want general kid fly matter cause think.
s05428,science,97,0%,upon group manager common her receive method international.
s04292,english,100,80%,first suggest central give base industry score order station.
s08935,science,75,90%,identify own street everybody reason affect choose hot investment light size land.
s07920,science,67,0%,evidence away voice spring up among apply particularly box account mother visit.
s11818,arabic,45,95%,region throw should way sort concern senior full yes heart whole suffer.
s01323,arabic,49,95%,compare main past follow brother rock word.
s11994,arabic,55,80%,give play get east less thus power artist past power size decision.
s10408,english,58,80%,sort throughout foreign campaign want beyond.
s01640,english,83,90%,white laugh name try reduce spend including night time.
s00168,geography,54,95%,seem list chair reveal single apply.
s08574,math,100,90%,interesting hundred during push democratic order.
s06436,science,70,0%,a summer stand lead able second star drop chair modern appear shake son.
s11277,math,52,95%,still society later upon those prepare as quite against stop senior.
s05236,geography,78,0%,method hold newspaper cold join seem economy could generation green force writer box.
s01007,math,82,0%,financial miss war involve town or sea plant.
s08298,arabic,63,80%,level kitchen evidence down form a.
s05776,arabic,100,0%,sport international image speak difference main into design cup knowledge responsibility.
s03138,arabic,100,90%,own structure case color condition toward lawyer forward end.
s03160,history,50,90%,others everything allow born ask operation year test road near too commercial discover.
s02131,history,100,90%,rate catch chance end former better hospital safe or project rule decision say.
s00361,math,61,80%,able stop sort bar end region compare once respond.
s00019,math,62,95%,player from sport he idea attention of guy little.
s10512,geography,76,80%,event next medical not hand foot by hit.
s07153,geography,100,100%,training chair factor arrive president mention and get especially central plant rich investment simply.
s01709,science,100,100%,set decision always challenge generation industry.
s11149,geography,46,100%,commercial drug write example customer offer culture.
s11349,math,100,90%,No comment
s03292,science,83,95%,cover teach surface agree she pressure decade best common.
s06744,english,53,90%,represent interview describe contain around safe throw former enough activity decision during reach.
s07210,english,87,90%,choice take city financial i upon crime page most pm from concern.
s10754,arabic,68,95%,lay example cold section mr out.
s08426,math,68,100%,end get sort partner get too.
s04137,science,48,0%,south appear structure thank major system paper.
s11667,history,100,100%,send show phone amount machine just officer.
s08999,math,79,100%,prevent perhaps within behind player still probably.
s06812,math,57,80%,positive maybe house job remain full each those picture laugh product.
s11109,english,96,0%,tell beyond nation environment treat might.
s01978,arabic,100,80%,could voice best control prepare especially shoulder talk include minute whose question affect.
s06805,math,41,0%,give successful official condition approach tv away who.
s01380,english,96,0%,across give public song them create around woman plan could teacher.
s05199,arabic,95,0%,style particularly several today game plant.
s00580,geography,56,95%,concern movie drug town agreement true.
s06045,math,100,95%,play deal there result commercial century work national choice focus reach fine maintain.
s04025,english,95,0%,level buy newspaper range middle sea dream power fill agree situation news way.
s12037,arabic,100,90%,role part body action evening dream factor baby friend above surface beat.
s09456,science,76,90%,receive kind happy laugh wife compare despite east.
s10461,science,46,95%,perform south list type walk describe human employee once stay city.
s06093,geography,77,0%,key beat important hope laugh right age.
s04120,math,100,0%,become go prevent strategy likely model red teacher part raise physical fly.
s09467,math,84,95%,authority score offer probably central plant knowledge join finally level do none right.
s10143,science,100,0%,anything both paper modern fly time deep continue day political challenge prepare.
s00173,history,83,0%,forward probably car theory million per participant type street his.
s00099,english,52,100%,get structure eight win blood agent score question after.
s05998,history,43,90%,mr become capital recently travel use parent design right control among.
s02109,math,90,90%,race quite world you safe imagine poor star professional.
s10128,history,100,80%,health from of stay four member.
s01664,science,100,100%,decide order start involve to authority open religious.
s01857,history,86,0%,training within plant claim know camera.
s06895,math,100,95%,continue character per year city economy.
s08610,math,46,90%,gas per significant value administration side.
s04315,history,72,100%,No comment
s08106,history,100,0%,role suddenly example around call dinner claim learn employee.
s12103,geography,73,90%,director field cost can teacher enter fine per site important control reach actually.
s07445,history,59,80%,congress approach receive laugh week heavy next baby themselves task family.
s01557,geography,63,80%,base player fast sign movement image safe various simply decision one hear data.
s07110,history,83,100%,No comment
s10375,geography,66,90%,No comment
s03059,english,59,95%,realize in the leave range audience minute.
s01659,science,64,90%,network table eat new cover difference.
s02181,english,62,80%,protect bar again democratic dinner wear camera from political that.
s09720,science,66,80%,which common social treatment find trouble young officer series moment build who.
s01860,science,88,100%,No comment
s01163,history,46,100%,billion agree describe decision moment defense capital rule action fund worry into.
s04322,arabic,56,95%,court door everybody i article growth remember else open easy.
s05127,geography,84,100%,evening her example prepare nice maintain dream.
s06348,geography,57,90%,evidence art court after garden hundred rather anyone way.
s00746,science,90,95%,visit small affect simply wear network it on.
s10485,english,42,0%,war media appear mother study space son expert.
s01389,arabic,71,90%,whom positive far piece federal dark sea explain.
s02473,science,52,0%,add view skin process collection road be.
s08329,math,56,100%,mind past scene while middle despite morning not open notice thing.
s06579,english,88,0%,how oil senior between write call even nature start.
s09437,english,68,100%,success sea social peace prevent table see service senior gun whole develop model.
s07094,geography,100,80%,least only when hold down section free mean wish media.
s05266,arabic,42,80%,present rise scene realize ok be.
s05965,science,86,0%,foot economy strategy such figure represent concern few.
s03475,history,53,95%,factor game trouble alone over continue firm behavior.
s06416,geography,100,100%,expect above drive benefit who term check without.
s02710,geography,41,0%,realize page kid somebody lawyer assume top.
s05106,history,100,80%,turn somebody tend ask industry big help question decision sign.
s00152,science,67,100%,support director care education film summer later learn right local police sure tell.
s02183,arabic,87,0%,sea leg exactly cultural nation or suggest notice center congress authority way.
s10221,geography,55,90%,fine of assume he movement lot drop coach save.
s09167,arabic,51,80%,body arm become too huge know generation manage.
s00093,english,100,90%,opportunity agree eye walk business girl reflect fund reality behind.
s00630,geography,45,90%,also small such without drop without shoulder yourself site.
s11961,math,86,90%,No comment
s09584,geography,47,95%,american north less white respond benefit minute likely begin bed season we letter.
s06302,science,90,0%,affect effect speech piece edge head war product follow born with hold big.
s00012,geography,92,80%,national keep society show stock country produce store itself relate similar final.
s04508,geography,96,95%,study newspaper top think face peace knowledge mrs production these.
s08337,science,76,80%,effect health along up environment space.
s07415,science,45,0%,where short treat reveal recognize some agent every next.
s03069,arabic,43,0%,author environment difficult agency onto fly decision hotel game.
s05017,geography,97,80%,institution throughout cover likely else whole production girl administration impact accept.
s04757,arabic,89,80%,however son major same single consumer own during finally mention.
s00384,science,46,100%,yet when single smile away beyond couple future.
s07739,english,75,95%,No comment
s11975,arabic,92,95%,system what my stay participant character compare ago according long.
s07148,math,64,95%,financial dark generation artist environmental popular analysis red time economy science floor protect.
s02907,geography,69,100%,red sea happen worker no throw must policy standard leader many dinner.
s09970,math,100,80%,hair policy knowledge financial guess central notice world explain anyone song.
s10974,math,68,0%,data member realize significant pretty work outside half end enjoy series attack.
s00427,english,45,0%,No comment
s00337,english,54,90%,color get like southern information door buy position firm.
s08234,history,62,0%,significant mention expect order few face design itself interesting law number able decade.
s01762,geography,71,100%,five source less like artist suddenly especially far customer pm tell agree.
s02524,english,58,0%,suggest point try low hospital forward most something guess learn major either.
s11490,arabic,100,80%,who maintain clear million war six brother particular.
s11183,geography,41,95%,reality return lay real police husband experience measure.
s01526,science,86,80%,represent market democrat whom feel stop some.
s00450,history,51,0%,approach source no part five security standard occur.
s04111,english,54,80%,agree perhaps any add ability civil outside.
s07015,history,71,100%,case forget development south hundred its sing issue usually either fish military.
s10936,arabic,50,0%,drug site ago production center meeting happen how from society eight never hair.
s10716,geography,100,80%,No comment
s11124,geography,83,95%,game space if base speak memory unit feeling.
s10445,history,98,0%,discussion believe court position military appear need.
s02566,science,94,95%,last develop five animal his seem reveal ago need.
s10286,math,100,95%,must education later director task war difficult federal item inside several get consumer.
s06430,geography,83,90%,back later professor wall relate season each through.
s03291,math,60,90%,according in use him something structure wind practice role arm physical.
s04980,geography,89,100%,i little as despite each fund responsibility pattern no local decade.
s08269,arabic,49,95%,them generation trouble page responsibility student wall.
s05063,math,45,95%,picture step the to respond agency administration including speech teacher.
s03118,english,66,90%,mind about me republican type school.
s08821,science,86,0%,office much itself wait great behavior.
s05910,science,59,90%,threat eat threat present edge scientist number city police own its.
s01940,science,100,100%,vote around stage business whose three.
s00603,math,100,100%,operation note picture simple down around.
s06577,english,42,100%,notice card wall phone themselves run subject explain look.
s02115,geography,78,100%,ago produce citizen occur apply idea eye then.
s00168,math,87,0%,education despite network region various compare build example final see.
s01843,history,52,95%,No comment
s11224,arabic,49,95%,north floor none employee clear foot decade.
s11994,geography,85,100%,social resource first process body upon bank generation.
s07192,geography,64,0%,camera administration memory plan environment authority history executive democratic.
s03624,arabic,89,80%,forward read study present onto whole american.
s04912,geography,73,100%,expert newspaper american discuss couple include those focus top father color.
s08251,history,100,90%,politics off cell congress discussion she age anything all.
s04735,english,61,80%,everybody financial provide race management build fight.
s00278,history,40,90%,No comment
s11832,english,85,0%,maybe training answer campaign focus involve upon.
s07379,science,96,95%,step cold offer group expert between eye cover.
s04927,science,100,95%,over century floor guy or upon need condition full manager reveal home player.
s01051,geography,88,0%,appear game drop right of bring woman dream agree teacher interest add sort.
s11261,math,65,90%,No comment
s11005,science,88,90%,money old force word year blood to his.
s08244,geography,100,0%,last character walk fall else material term myself.
s09375,english,100,0%,stage cause institution magazine whole every per yeah agency information who pm from.
s02059,english,92,80%,film thought board simple deal time.
s05145,science,72,100%,and smile all energy line idea direction billion.
s11481,history,79,95%,second soldier range mind young focus claim long similar wall human cause may.
s01569,geography,91,0%,tough blood media which same contain both boy natural thought activity dark.
s00256,history,77,100%,likely suddenly as that brother right window computer do direction keep.
s04429,history,76,90%,least current care rule hope if word space lawyer during friend.
s00430,arabic,59,90%,who property arrive spend with executive oil.
s09546,history,77,100%,realize international relate move call ready together operation challenge someone every three beautiful.
s05922,math,100,95%,No comment
s01977,geography,100,80%,market himself whether store lot fight about successful.
s03220,history,76,0%,or study common voice its ten man career.
s02853,english,45,95%,only special bill life white across spring age way simply news.
s02793,history,63,0%,various small necessary body store seven.
s03806,math,100,0%,address give rule network newspaper size institution fact generation soon attention.
s10954,science,98,80%,staff drug individual cut others often answer writer.
s09886,math,66,0%,process picture production system wide walk win boy religious occur even.
s09282,science,79,0%,health structure house lawyer book under reason.
s07943,arabic,100,80%,write room trouble happy why garden likely make establish anyone chance build arrive toward.
s10427,english,85,90%,themselves road work station sure teacher other.
s04608,english,100,80%,No comment
s07426,arabic,87,95%,arrive might collection card south as test season.
s08761,history,51,95%,project quite food card them bed eye without get particular station.
s02463,history,92,80%,social individual return than role thought sort charge yourself cell single.
s00396,geography,94,100%,office government line compare those indeed large should.
s11275,arabic,40,95%,No comment
s01082,science,82,90%,myself major everything music evidence trial behavior market authority reduce note.
s09020,geography,51,80%,bag price consider ever top perhaps authority strong whole short decision tonight.
s05894,arabic,84,0%,decade car popular work special treatment.
s11040,history,80,0%,other full speech same truth want operation election music raise particular.
s02818,geography,94,80%,No comment
s03192,english,90,80%,rate result light attention someone media happen art detail none.
s00313,science,87,90%,easy four stay half tonight others trade go.
s02399,math,57,0%,large blue never opportunity billion front machine if gun feel somebody cut doctor.
s05162,science,55,0%,once answer thought whose along create last eat natural finish despite.
s10989,history,84,95%,discover budget traditional reason behind condition give people as.
s07827,math,77,90%,government hour friend ago country current if.
s03806,geography,72,90%,quite identify return image anything spend bit impact others hundred senior bag.
s04718,geography,76,90%,economy learn fear throw book budget especially international recognize word medical defense.
s03862,geography,93,95%,about common just name analysis news seat conference mother instead light individual training.
s06281,english,52,90%,professional item cultural ten who bag sit follow southern dream.
s09840,english,77,90%,nature idea feel generation figure my art shake certain citizen get.
s11126,english,47,100%,stay another edge listen reveal great everything economy especially need low soldier.
s00479,history,59,95%,short painting deal write season difference price.
s03562,history,73,90%,more present feeling including before bring evidence four operation same.
s04454,math,85,90%,experience across attack floor bad lawyer base play have great.
s07606,english,87,100%,spring let town window national out now book there bad culture away beautiful.
s01123,english,58,80%,No comment
s01977,history,63,80%,No comment
s04640,arabic,53,90%,stuff claim pass stay public word become which seem.
s09027,arabic,97,0%,very heavy stuff big certain wind actually then just bill add fine support.
s00840,english,43,80%,hour word spring away easy technology woman.
s08785,math,94,0%,message history strategy air sort so study board sing.
s07377,history,100,90%,call town me training sound professional under.
s03939,math,90,95%,speak record yes front girl crime power sign.
s03656,math,100,0%,born own create sea early pm gas.
s05963,math,80,95%,challenge coach several task bill at thing campaign admit difficult understand nation.
s12099,history,79,90%,life beyond cup land just race song perhaps floor news quickly call tough.
s08997,english,87,80%,outside project similar build inside whatever few.
s04043,history,96,100%,respond some decision prevent own possible hard drop us.
s11075,arabic,74,0%,community court history gun total lay phone themselves successful.
s11967,science,91,95%,sing sit spend standard national life term use travel.
s06336,science,85,80%,No comment
s05428,math,88,90%,population instead try offer all mrs.
s06953,geography,85,80%,street smile discover federal white guy change street reflect social between magazine size.
s06162,geography,74,100%,little second them in because into gun material.
s05391,history,75,80%,economy you may push him wrong positive common health interesting i.
s03162,arabic,82,90%,pretty south point position build only bit enter land would crime spring truth.
s07965,english,90,100%,role bill lay professional pattern expert necessary record possible positive resource team spring.
s00388,science,41,80%,morning state every ever shoulder power course protect prevent team goal watch.
s00565,english,68,80%,some dark present choose instead everyone also their save after owner.
s12154,geography,100,100%,white us face decade decision anything visit west resource i fund grow.
s04780,geography,84,80%,south gun easy customer nearly explain save wait.
s01537,science,45,0%,several popular south if whole up history.
s01991,arabic,79,90%,popular over else bed where concern hotel.
s08780,history,53,0%,really history grow him bed choose information effort month.
s02968,math,45,0%,No comment
s04083,math,81,80%,chance card brother star war decide star.
s01450,arabic,43,80%,together note degree employee american everyone him whose matter bad.
s01220,arabic,59,0%,bar million various international cover energy artist girl hair.
s00779,geography,79,90%,animal clear player myself training consumer week why happen.
s10676,arabic,40,0%,check rise night thing special everything whom improve sign sure.
s05165,arabic,79,90%,despite involve home up purpose them.
s05207,english,41,95%,avoid tv significant again sense speech expert worker why under cost.
s02262,history,100,100%,No comment
s01080,science,83,90%,about specific sense table create mouth him eight address.
s03318,geography,100,90%,include within interview window live word seem.
s00347,history,41,0%,fact television open owner energy so want own management plant.
s04960,english,75,100%,air manage yes major blue power.
s07000,geography,56,100%,bag choose small use two first back guy involve.
s06996,history,47,95%,the on sister beat speak part way truth nature big man manager.
s04824,english,100,0%,feeling and song benefit even paper.
s08165,math,41,95%,No comment
s09593,history,85,95%,interest official receive current later rest authority million only wrong foreign.
s11166,arabic,100,80%,task many only huge its despite experience certainly since the still.
s10717,history,46,0%,article see act art listen activity night paper serious the build.
s07467,math,100,90%,provide back minute join wonder perhaps.
s03556,english,71,90%,five natural audience us picture themselves.
s04717,history,87,90%,information write same relate republican election rather.
s06158,math,98,80%,happy time growth stage man forward response attack surface dark.
s12091,arabic,64,100%,off west rest fear try audience different also.
s06686,geography,92,95%,war cold year local bed better physical though drug war.
s05600,english,80,80%,of image site democratic health within right entire debate drop do phone edge.
s07688,math,77,80%,agreement reduce season smile break wish person.
s06034,geography,59,100%,raise stand fine green do law others.
s07571,english,47,80%,show thousand stay others price stage.
s10440,arabic,81,90%,represent do ok measure continue guess note event relate tv plan.
s04420,english,92,100%,dog you trouble bit prove suddenly dog where.
s06233,math,55,0%,end before ten option pm research sport.
s04335,history,56,0%,bag man by history ground move strong spring table give fill drug project.
s08108,science,100,100%,value region idea medical myself let through scientist through.
s09396,science,100,100%,No comment
s01551,geography,100,0%,safe quite their economic matter common he time on me scene.
s11573,geography,98,80%,leave protect leg second finish throughout group cell health through public certain song.
s03974,history,98,0%,hard heart success red too film evening remain add contain security story throw.
s00621,arabic,78,100%,purpose set store score on information attack.
s08017,english,57,0%,make talk service election fill cost tell manager.
s07903,math,68,80%,finally themselves attack about picture process unit anyone light spend rather president.
s05377,english,67,100%,No comment
s02002,math,56,90%,six over political family teacher father product course relate machine decision account.
s05087,geography,81,95%,dog ever nearly drop seem fight current husband center never learn will.
s11181,arabic,46,80%,official fire weight important case him design.
s07911,history,87,100%,answer window oil instead hundred rock shoulder seem form suffer than just.
s11928,geography,100,90%,political exactly available fast southern senior item hard change cultural.
s02585,science,83,80%,without protect over both economy age certainly task campaign rather land run behind.
s05354,geography,84,95%,offer receive effect drug movie voice course during play entire.
s05694,geography,100,100%,red cost cover him sit forward best green arm.
s05646,arabic,50,0%,soon analysis generation keep treat appear group still record place.
s00540,arabic,84,90%,somebody author world month police kid kind alone travel black.
s10143,math,44,90%,actually admit president medical study of game home his half bed message.
s08154,math,95,100%,modern middle as always drop note opportunity student magazine.
s02271,arabic,55,90%,hair few time region at weight assume pick claim fine home.
s11511,english,100,95%,when third imagine tv low room hundred bill him.
s01783,math,84,100%,society matter money fly style ok.
s07881,arabic,42,0%,fire inside military she space law from bank.
s03960,english,100,80%,instead still appear ten six vote situation.
s11482,english,85,95%,summer ever discuss trial president imagine.
s08829,english,100,100%,audience age kitchen growth make house.
s05115,science,71,90%,authority hear long mind risk beat free experience energy.
s00705,geography,100,0%,sometimes certainly parent resource foreign miss arrive.
s00102,geography,50,80%,wall relationship they sell all yard.
s04042,math,88,80%,risk increase improve nothing easy official authority western capital continue actually special treat.
s05380,history,65,80%,investment fact both save economic hit entire subject may hot my music.
s11571,arabic,89,80%,evidence behavior card report style cost management news standard recently use.
s00318,geography,54,95%,center note throw hundred agent suggest positive against notice.
s08557,arabic,91,90%,foot result degree myself painting paper certain organization.
s03388,geography,94,0%,grow question international clearly next easy project.
s00638,math,53,95%,account expert finish nice so can.
s05843,arabic,58,100%,power kitchen new art strong nice central we.
s07772,geography,81,90%,pattern forget public what world large probably election spend company.
s00711,geography,89,100%,No comment
s11376,history,92,95%,No comment
s02993,science,48,100%,center able news word than skin manage hair identify computer but.
