student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
s00878,history,treat sense direction.,2024-12-27,done,c-,no
s11323,geography,bill could.,2024-12-24,not done,c,unknown
s09479,geography,more police.,2024-09-26,done,b-,no
s00320,science,something your security face.,2024-10-25,done,d,unknown
s05541,arabic,somebody firm address.,2025-02-11,done,c,no
s00080,math,benefit expect hear.,2024-12-06,not done,d,unknown
s08594,science,traditional deep seven.,2025-02-19,pending,a+,no
s02421,arabic,reason as night democratic.,2024-12-17,not done,d,unknown
s06132,geography,action.,2024-12-30,done,a+,no
s02409,geography,any have option others.,2024-11-05,pending,f,yes
s00986,english,person oil thought.,2024-10-12,pending,a+,no
s09040,english,star matter.,2024-12-09,done,c-,unknown
s08640,history,science i positive.,2024-12-09,not done,c,yes
s05778,geography,maybe act.,2025-02-22,done,f,unknown
s06027,english,laugh order father.,2024-11-23,pending,c-,no
s02773,arabic,back.,2024-12-09,done,a,no
s03235,english,suffer unit lead.,2024-12-17,done,d,yes
s09504,math,time near.,2025-02-21,done,b-,yes
s03630,math,sign buy compare.,2024-12-22,done,a+,no
s01321,history,least ten.,2024-12-14,not done,c-,unknown
s10926,arabic,them.,2024-10-02,pending,a+,unknown
s04626,english,write wind fund.,2025-02-01,pending,f,yes
s03344,geography,year worker senior bank.,2024-12-09,not done,a+,yes
s01100,science,memory view small.,2024-12-27,done,c-,unknown
s01732,geography,five plant.,2024-09-23,not done,b-,unknown
s09786,math,read both.,2024-12-09,not done,c-,unknown
s05366,history,skin medical section.,2024-11-23,done,f,unknown
s07019,geography,item mrs knowledge.,2024-12-12,done,d,unknown
s11871,geography,writer budget federal.,2024-12-09,not done,c,unknown
s09476,math,about start.,2024-12-11,done,b,unknown
s00481,history,movie minute.,2024-10-10,done,d,yes
s09307,geography,able husband such.,2025-02-14,pending,f,no
s01438,arabic,step nor over deal.,2024-12-09,done,d,unknown
s03515,math,different maintain.,2024-12-09,not done,c-,yes
s11695,history,fall argue democrat.,2024-10-02,done,b,no
s06655,math,but situation customer.,2024-12-20,done,a+,yes
s02504,math,table despite.,2024-12-09,done,b,no
s11659,history,drop page friend.,2024-12-09,not done,b-,yes
s02197,math,remain control.,2024-11-01,not done,f,unknown
s06150,english,lose party newspaper western.,2024-10-06,not done,a,yes
s00590,geography,impact writer plant.,2025-02-06,done,b-,no
s02842,math,city describe.,2024-12-26,pending,b-,yes
s04997,geography,how window.,2024-12-09,not done,c-,yes
s08263,arabic,then.,2024-12-18,done,b,yes
s09856,math,new leave.,2025-02-11,done,c-,unknown
s09125,arabic,around drug home.,2024-12-24,pending,f,yes
s11906,english,set three american.,2025-03-05,done,c,unknown
s02764,history,never improve.,2024-09-16,done,b-,yes
s02965,science,building capital reality.,2024-12-22,not done,b-,unknown
s11344,english,whole fish if.,2024-12-09,done,b-,unknown
s01249,arabic,everybody media none.,2024-09-16,done,d,yes
s01239,history,cup determine hour remain.,2025-01-31,pending,b-,yes
s05318,history,sign purpose stop.,2024-09-22,pending,c-,no
s08028,geography,carry heart.,2025-01-19,not done,c,yes
s11576,science,particularly item wide.,2025-03-06,not done,c-,unknown
s05372,science,cover trade.,2024-12-09,not done,b,yes
s03160,history,many television.,2024-12-09,not done,b-,no
s00895,arabic,name father research.,2025-02-22,not done,c-,no
s04635,arabic,decide book.,2025-02-26,pending,b,unknown
s11199,history,land investment respond.,2024-11-07,not done,c-,unknown
s11524,science,method safe director because.,2024-12-09,not done,f,no
s03202,english,whatever.,2025-03-02,not done,a,yes
s06209,science,your age computer.,2024-10-04,not done,f,unknown
s02368,math,sort book indicate.,2025-03-01,pending,f,yes
s06757,arabic,he least better.,2024-12-09,pending,d,yes
s10154,math,before ask produce.,2024-10-14,not done,a,unknown
s11050,english,way major.,2024-11-04,not done,d,yes
s09592,science,bring decide skin.,2024-10-11,pending,f,no
s08666,english,mother throw mouth.,2024-12-17,done,c-,yes
s03864,english,store people standard.,2024-10-27,done,d,yes
s06071,english,government kitchen.,2024-12-09,done,a+,unknown
s05930,science,suddenly society.,2025-03-08,done,a,no
s09075,arabic,send create gun.,2025-01-29,done,b,yes
s09141,arabic,process glass threat.,2024-10-22,done,a+,no
s02948,geography,after can.,2024-12-09,done,d,unknown
s09647,english,daughter join.,2024-10-31,done,b-,yes
s12143,history,strong concern history.,2024-09-09,done,d,no
s01096,science,drug memory everything.,2024-12-09,done,a,no
s08825,math,state energy movement.,2024-11-16,done,f,unknown
s02428,arabic,analysis least story.,2025-01-01,pending,a,no
s00670,science,various.,2024-12-09,done,f,no
s11089,history,different him.,2024-09-09,done,a+,no
s08592,history,onto describe.,2024-10-13,done,a+,unknown
s02485,math,doctor far.,2025-03-03,done,b-,yes
s06295,english,health range.,2024-12-07,done,a+,unknown
s07194,geography,woman commercial view learn.,2024-12-02,not done,a+,yes
s02378,english,at according.,2025-01-23,done,a+,unknown
s06935,science,source president black contain.,2024-12-24,done,b-,no
s06617,arabic,theory mother try several.,2025-02-21,done,c-,yes
s02408,arabic,benefit choice imagine.,2024-12-26,pending,a+,no
s10378,math,involve anyone over stop.,2025-02-20,not done,c,no
s07922,geography,hope many quite.,2024-11-06,done,f,yes
s03296,math,cut sea.,2025-01-20,not done,b,unknown
s11453,geography,mission federal material.,2024-11-01,done,b-,no
s02528,arabic,better state.,2025-02-17,done,d,unknown
s04864,arabic,relationship.,2025-02-21,done,d,no
s00478,science,responsibility job admit.,2024-09-11,done,b-,yes
s06986,math,agree.,2024-12-09,not done,a+,yes
s08878,arabic,next strategy write.,2024-09-21,done,a+,unknown
s07078,arabic,various indicate seat.,2024-12-09,done,b-,unknown
s11736,history,maintain certain image.,2024-09-21,not done,b,yes
s10582,english,drop find.,2025-01-23,done,f,yes
s10897,geography,system billion job.,2024-12-09,not done,b,yes
s05174,math,author research.,2024-10-25,done,c,unknown
s11678,geography,often fish forward own.,2024-12-09,done,f,no
s10920,english,tough.,2024-12-09,not done,b,yes
s06922,math,wide enough.,2025-01-21,pending,c-,yes
s11701,geography,time.,2024-12-26,not done,b,no
s05113,english,of trial several top.,2024-12-09,done,b-,no
s09568,english,nation ago.,2024-12-21,not done,a+,no
s05184,english,nearly provide fact represent.,2024-12-07,done,a,yes
s00155,history,type soon such.,2024-11-01,done,d,no
s04852,math,fine data son.,2024-11-07,done,a,yes
s08260,geography,civil training.,2025-01-21,done,d,no
s11285,history,cup wide politics.,2024-11-09,not done,a+,unknown
s03819,history,yet ago.,2024-10-26,done,f,unknown
s10172,math,seem morning.,2024-12-09,not done,c,yes
s07861,geography,ready view.,2024-11-13,done,c-,yes
s05561,arabic,next.,2024-10-14,not done,c,no
s00112,history,agent authority.,2025-02-19,pending,b-,no
s03642,arabic,those.,2024-12-09,pending,b-,no
s10040,math,free.,2024-12-09,not done,f,unknown
s11282,science,form wear.,2024-12-09,done,b-,no
s01253,math,must citizen.,2025-01-25,done,a,no
s08839,science,box task.,2025-03-06,not done,f,yes
s05231,geography,watch any.,2024-12-01,pending,a+,unknown
s02443,math,push director detail.,2024-12-09,done,b-,no
s10483,geography,fly.,2025-02-02,not done,d,yes
s02571,arabic,rule yet.,2024-12-09,pending,b-,no
s08719,history,share whatever firm.,2024-10-02,done,c,yes
s08795,arabic,course information strong.,2024-10-29,not done,c-,no
s07278,history,throughout whole team ago.,2025-02-10,pending,b-,yes
s07072,math,race argue big medical.,2024-10-07,not done,b,no
s01487,geography,offer these.,2024-11-22,done,f,yes
s04143,geography,each black.,2024-11-03,not done,b-,no
s02641,math,whatever quickly turn road.,2025-01-16,done,c-,yes
s10494,history,movie.,2024-12-09,not done,b,yes
s03711,history,condition tough radio.,2024-10-02,pending,d,no
s08581,math,require stage current.,2024-09-17,done,c-,no
s08776,math,lose fund amount.,2024-12-28,pending,b,yes
s04664,arabic,without unit middle term.,2024-12-09,done,b,unknown
s10796,math,somebody dinner.,2024-11-12,not done,b,unknown
s04544,geography,easy several change.,2025-01-06,done,c,yes
s05323,geography,yes make road.,2024-12-22,done,b-,no
s01369,math,everybody fine crime heart.,2025-02-20,done,b-,yes
s04607,english,pretty military.,2025-01-30,done,a+,yes
s06039,geography,gas open new machine.,2024-12-09,done,b,yes
s10570,arabic,herself development.,2025-01-16,not done,f,yes
s00250,english,debate or nice.,2024-10-02,not done,a+,yes
s09447,english,space require.,2024-12-09,not done,b,unknown
s09429,arabic,dinner air.,2025-01-03,not done,a+,yes
s00727,history,ahead according myself party.,2024-10-24,done,c-,yes
s01468,math,media citizen.,2024-12-09,not done,d,unknown
s07831,geography,quality why break.,2024-12-01,done,b,unknown
s06063,history,effect yeah attack.,2024-11-15,done,b,no
s11976,english,try tough usually.,2024-10-08,done,a+,no
s00727,history,arm single.,2024-12-09,pending,a,yes
s04765,english,check visit.,2025-02-28,not done,a,unknown
s03996,geography,must majority however.,2024-12-09,pending,a,no
s11821,arabic,your event.,2024-11-22,done,a+,no
s01189,math,enough while.,2024-12-09,done,d,unknown
s11068,science,return even method hot.,2025-02-20,not done,a+,yes
s08911,english,policy.,2024-12-17,not done,b-,unknown
s03243,arabic,claim moment ago.,2025-02-19,done,c,yes
s00407,science,minute local heart whatever.,2025-01-07,done,c,no
s10052,english,spend process.,2024-11-04,not done,a,no
s06042,english,yourself stop.,2024-12-11,done,c,yes
s05323,history,seven person design.,2024-11-24,done,c,no
s08292,arabic,off then.,2024-12-09,pending,d,yes
s05196,arabic,pm look so.,2024-11-14,done,a,yes
s02596,math,i.,2024-10-25,not done,c,unknown
s11123,english,nor against clear.,2024-12-30,not done,c-,yes
s07927,english,change woman lose.,2024-11-02,not done,b-,yes
s07303,english,election study pass pick.,2025-02-12,done,d,no
s09789,math,item reveal.,2025-02-19,pending,b-,yes
s11698,geography,work feel.,2025-03-06,pending,a+,no
s01695,geography,enter yard draw.,2024-12-09,done,f,yes
s05395,science,response discuss those.,2024-12-09,not done,a+,yes
s06286,history,modern measure cover light.,2025-02-17,not done,a+,yes
s11372,science,money.,2025-02-14,done,a+,yes
s10389,math,fine break.,2024-09-27,not done,c-,no
s04770,arabic,front study suffer.,2024-11-27,pending,a+,unknown
s02401,math,break left.,2024-11-17,done,c-,unknown
s10299,science,well nation special.,2024-09-26,pending,d,unknown
s11130,arabic,purpose summer agent.,2025-02-23,not done,c-,no
s06588,arabic,wonder indicate wrong.,2024-10-05,done,c,unknown
s08751,science,face daughter.,2024-12-06,done,a,unknown
s03990,arabic,only own.,2024-09-15,done,c-,yes
s07796,geography,water million.,2024-10-21,done,b-,no
s03276,history,water record.,2024-10-27,not done,c,no
s07862,science,represent begin.,2024-10-03,not done,c,unknown
s10150,science,my two culture.,2024-12-09,done,c-,no
s07434,science,lot travel age represent.,2024-12-31,not done,c,yes
s00780,geography,girl describe us.,2024-09-16,done,a,yes
s05606,science,none create treatment.,2024-09-19,done,f,no
s09078,arabic,beat.,2024-12-09,done,a+,unknown
s10734,geography,majority eight.,2024-12-07,done,c-,no
s02889,arabic,need civil.,2024-12-09,not done,d,unknown
s05054,geography,provide sometimes.,2025-02-09,done,c-,yes
s05586,arabic,director.,2024-12-09,pending,b,no
s03626,history,capital matter.,2024-09-26,done,c,yes
s08106,geography,small something.,2025-01-20,done,a,unknown
s02857,science,ago statement see.,2025-01-16,done,c,yes
s10751,math,generation.,2024-12-13,not done,c,no
s03011,science,minute hair area.,2024-12-24,done,f,yes
s05011,science,effort son tell.,2025-02-13,done,a,unknown
s05246,math,spend federal indicate.,2025-01-18,pending,a+,yes
s03353,geography,program entire town military.,2025-01-12,pending,c,no
s05960,math,foreign do.,2024-12-09,not done,f,unknown
s03016,history,defense wait.,2024-12-09,not done,f,no
s08962,math,day.,2024-12-09,not done,b,unknown
s06967,history,lawyer age.,2025-01-13,done,b-,yes
s09542,english,cover hundred now.,2025-02-25,done,b,yes
s00635,history,bar.,2025-02-05,done,a,no
s06961,arabic,find up.,2024-11-29,not done,b-,yes
s01008,geography,wall discover attorney trouble.,2024-11-20,pending,f,unknown
s05306,english,down visit.,2025-01-18,done,c,yes
s11046,arabic,former several.,2024-12-05,done,c-,no
s08120,math,ground involve.,2024-10-16,not done,a,yes
s05948,geography,difficult baby.,2024-11-06,done,b-,no
s10115,geography,ask.,2024-12-23,pending,c,yes
s09727,science,too pay.,2024-09-28,not done,c,yes
s03688,history,where food.,2025-01-21,done,a,yes
s02477,geography,pass hair source.,2025-01-12,pending,f,unknown
s09722,science,even easy.,2025-01-26,not done,b,yes
s03082,geography,sport without society.,2024-10-01,not done,f,unknown
s08594,english,important war across.,2024-11-21,done,b,yes
s01103,geography,life stop.,2024-12-09,not done,c,no
s07246,science,agree land.,2025-01-27,not done,c-,yes
s00118,geography,blood.,2024-12-09,not done,c,no
s07050,geography,garden ten.,2025-01-19,not done,b-,unknown
s00188,math,move any those.,2024-10-07,not done,b,yes
s07490,english,community determine.,2024-12-27,done,a,unknown
s02259,math,value guess.,2025-01-26,done,d,unknown
s06341,english,best subject.,2024-09-08,not done,b,yes
s08478,geography,finish green main.,2025-01-01,done,a,no
s01168,science,event modern use.,2024-12-09,done,a+,no
s04130,science,paper left young.,2024-11-16,done,a+,unknown
s05838,english,trip create these peace.,2025-01-21,done,d,yes
s08894,arabic,method by environment.,2024-12-31,not done,b,unknown
s12155,science,likely season list.,2024-12-09,not done,c-,unknown
s05233,english,those heavy agreement.,2025-01-07,not done,b,no
s07503,math,south major reason.,2024-10-20,pending,b,yes
s11382,science,challenge.,2024-12-19,done,c-,no
s06173,arabic,throw century bit enter.,2024-12-09,pending,c,yes
s01408,english,matter school citizen.,2024-12-27,pending,f,no
s11875,science,own loss hair.,2024-12-13,not done,a+,unknown
s03195,arabic,company network.,2024-12-09,pending,c,no
s08591,math,sign very.,2025-01-21,not done,c-,no
s00718,math,money safe.,2024-10-05,done,d,no
s04893,english,figure make.,2024-12-09,not done,a,unknown
s07261,english,community themselves.,2024-11-19,not done,c-,no
s02098,geography,food push.,2024-11-10,not done,c,unknown
s03835,arabic,stage down.,2025-01-22,not done,c,yes
s06257,history,president democrat.,2024-12-15,done,b,unknown
s11133,math,west director.,2024-12-16,not done,a+,yes
s05175,english,let study.,2025-02-07,done,b,unknown
s01575,geography,newspaper cell.,2024-12-09,done,d,unknown
s06461,math,very effect.,2024-11-10,not done,b-,unknown
s07636,science,hair contain.,2024-09-24,pending,c-,no
s10787,science,upon.,2024-10-24,done,a,yes
s11865,science,style.,2024-12-09,done,c,yes
s06999,history,institution return east.,2024-12-09,done,a,unknown
s03044,english,protect cause.,2024-12-09,not done,a,yes
s11043,math,type security third.,2025-01-23,not done,d,yes
s00988,arabic,recently subject upon officer.,2024-09-09,pending,b,yes
s10312,math,old.,2024-11-28,done,f,no
s05290,arabic,down physical.,2025-02-11,done,f,yes
s09606,geography,wear.,2025-02-10,done,c,unknown
s04343,english,movement machine.,2024-09-25,pending,c-,unknown
s11556,geography,expect where she seven.,2024-12-09,not done,f,unknown
s09436,geography,so car tonight.,2025-02-15,done,a,yes
s00118,arabic,month particular everybody name.,2024-10-24,not done,a,yes
s02883,arabic,direction create if.,2025-01-14,pending,b-,unknown
s02728,science,mr doctor me.,2024-10-24,not done,f,unknown
s03940,geography,commercial enjoy.,2024-12-09,not done,b-,unknown
s07876,math,move.,2024-12-09,not done,d,unknown
s01646,science,never trouble.,2024-12-09,done,d,no
s04679,geography,down nor do.,2024-12-12,done,b-,yes
s05901,english,church begin teach.,2024-10-18,done,c,no
s10922,math,voice enjoy light.,2025-02-06,done,c-,unknown
s06569,science,doctor audience direction.,2024-12-17,not done,c,no
s02624,science,choice response.,2024-12-11,done,f,unknown
s06827,math,what yeah.,2024-09-22,not done,b-,unknown
s04062,math,else region issue.,2025-01-04,done,d,no
s11421,arabic,fast.,2025-02-14,done,d,yes
s10589,math,evening great.,2024-10-14,done,a+,yes
s11473,math,idea break.,2025-01-25,pending,b,unknown
s00946,arabic,wear before plan bad.,2024-10-29,pending,a,no
s01415,science,money economic deep.,2025-02-16,done,a+,unknown
s02072,history,crime coach partner.,2024-11-11,done,f,unknown
s05019,science,road common.,2024-12-02,done,b,unknown
s00701,english,water attention.,2024-12-26,not done,f,no
s11766,science,general world finally anything.,2024-11-18,not done,f,yes
s09030,geography,level star.,2024-12-25,done,c,yes
s08906,english,movie face career black.,2024-10-24,not done,c-,no
s03477,arabic,health treat.,2025-03-05,done,a+,unknown
s00724,english,talk article.,2025-03-01,not done,a,yes
s03104,arabic,sort bit.,2024-10-12,not done,d,unknown
s01820,geography,parent director interview show.,2024-12-09,not done,d,yes
s08175,science,already beautiful federal.,2024-12-09,done,f,no
s07993,geography,spring word international.,2025-01-04,done,b-,unknown
s05754,math,style treat involve.,2024-12-09,not done,a,yes
s09711,geography,according crime.,2024-12-09,done,b-,yes
s03634,arabic,worry effort set image.,2024-12-15,pending,b-,no
s06576,math,rule fill mrs.,2024-12-11,not done,b,unknown
s00171,science,suggest little.,2024-12-09,not done,c,no
s07467,geography,work support.,2024-10-23,done,b,yes
s04457,arabic,eight pretty what high.,2024-09-16,not done,f,unknown
s08442,math,decision appear subject score.,2025-01-30,not done,c-,yes
s07022,arabic,between treat beautiful.,2025-01-04,pending,f,unknown
s03796,science,show old avoid.,2024-11-20,not done,b-,yes
s04888,science,first either stay close.,2025-01-06,done,f,no
s01867,english,very need business.,2024-09-24,pending,a+,unknown
s09841,geography,evidence thought again.,2024-11-26,done,a+,yes
s09877,english,there actually cell.,2025-02-07,not done,c,unknown
s04617,geography,expect other.,2025-01-12,done,f,no
s03459,geography,rest call.,2024-12-09,not done,a,unknown
s01896,arabic,put staff radio.,2024-09-13,not done,f,no
s04410,arabic,view enough.,2024-09-17,done,c-,unknown
s10413,geography,meet describe issue.,2024-12-09,not done,a+,unknown
s05578,arabic,matter attack choice.,2024-12-09,done,b,yes
s03072,geography,office hair tv.,2024-10-04,done,d,unknown
s02965,arabic,because trade.,2024-11-04,done,d,unknown
s02392,arabic,investment station whole anyone.,2024-12-09,done,f,yes
s06169,history,stock least stay.,2025-03-04,not done,a,yes
s02815,english,common win western.,2024-09-18,pending,f,yes
s11637,science,today finish behavior.,2024-12-09,not done,b-,no
s01111,math,sister since different.,2024-12-09,pending,a,unknown
s02867,geography,shoulder under represent.,2025-02-26,done,c-,unknown
s05959,arabic,woman many too.,2024-09-23,done,c,unknown
s01276,history,certain field.,2024-12-09,done,a,unknown
s01857,arabic,involve house.,2025-02-21,done,a+,yes
s07692,science,dinner former.,2024-12-09,done,a+,unknown
s08743,science,positive.,2025-01-14,done,b,unknown
s10299,arabic,him single.,2025-01-11,not done,c-,unknown
s09002,history,serve player.,2024-11-22,pending,c,no
s03425,math,science read science.,2024-09-20,done,a,no
s01653,math,contain.,2024-09-24,done,b,yes
s06284,english,action dinner.,2024-12-09,pending,c-,unknown
s06742,history,manage represent people.,2024-12-09,not done,a+,yes
s08639,history,that.,2024-12-09,done,a+,unknown
s11617,arabic,herself remember moment.,2024-12-11,not done,d,unknown
s00858,geography,candidate stock.,2024-10-15,pending,b,no
s02904,history,form grow activity.,2024-09-25,done,c,yes
s02264,arabic,young big.,2024-12-05,done,a+,no
s07947,history,question model.,2025-03-03,pending,c,unknown
s07618,english,his think such.,2024-10-03,done,c-,no
s11219,arabic,activity science religious.,2024-11-05,done,b-,no
s06627,history,card.,2024-10-22,done,b,unknown
s06899,english,concern contain run.,2024-12-20,not done,a+,no
s06465,english,onto apply specific.,2024-12-17,not done,b,yes
s09793,math,somebody.,2025-02-25,done,a,no
s03822,math,against family.,2025-01-09,done,b,unknown
s01829,geography,whole choose manager.,2024-12-18,done,c-,no
s10829,geography,expect worry people.,2025-02-21,done,a,no
s11636,history,safe environmental.,2025-01-05,pending,a+,no
s02200,arabic,method.,2024-10-28,done,d,unknown
s11150,history,eye hot couple.,2024-12-09,pending,d,unknown
s08514,arabic,stay herself.,2025-01-18,not done,b-,yes
s01031,arabic,mrs together debate.,2024-12-09,done,a,yes
s04401,geography,leg base.,2025-03-01,pending,b,yes
s01083,geography,without future course.,2024-12-09,done,a+,unknown
s03440,english,air time.,2025-02-20,done,f,yes
s09357,math,have leader leave.,2024-10-10,not done,c,no
s08447,history,rest director sure.,2024-11-03,done,a+,yes
s08085,science,exist power.,2025-01-07,pending,b-,no
s02471,history,fund there.,2024-11-18,done,d,yes
s05374,english,soldier entire book.,2025-02-20,not done,b,no
s11341,geography,capital sound.,2025-01-20,not done,a+,no
s10513,history,speak.,2024-09-14,not done,a,unknown
s06176,math,employee picture partner.,2024-12-17,pending,a,yes
s08452,geography,security read talk civil.,2024-12-09,not done,c,unknown
s07866,english,such activity.,2025-02-23,done,c-,unknown
s05828,english,want relationship feeling.,2024-11-11,done,b-,yes
s02787,arabic,open.,2024-12-09,done,a+,unknown
s04362,arabic,time prevent clear.,2024-12-04,done,c,unknown
s01052,history,heavy at buy consider.,2024-11-06,done,a+,no
s01298,math,next him thing throw.,2024-09-08,pending,b,yes
s01012,history,mention cost.,2024-12-09,done,b-,unknown
s00881,arabic,employee scene.,2024-12-23,pending,c,unknown
s12053,science,see generation.,2024-12-09,pending,c-,yes
s11768,history,realize teacher project.,2024-12-02,done,a,no
s06863,arabic,anything language.,2025-02-23,done,c-,unknown
s04202,science,your leader draw.,2024-12-09,pending,f,yes
s06865,arabic,share probably say.,2024-12-07,done,d,unknown
s01430,math,five.,2024-12-09,not done,b,no
s03138,english,better carry.,2024-11-20,not done,b-,unknown
s00337,arabic,everything.,2024-12-09,done,a,unknown
s01629,math,world.,2024-10-12,pending,f,unknown
s03483,math,boy professional data.,2024-09-21,done,c,unknown
s01107,math,involve.,2024-09-20,pending,c,yes
s05064,science,beautiful gun democratic.,2025-02-24,not done,a,unknown
s00593,history,morning behavior.,2024-09-27,not done,c-,no
s00955,math,protect year care.,2025-03-09,done,d,no
s03223,science,myself economic cause.,2024-11-22,done,c,no
s07617,geography,can anything child.,2024-12-08,pending,c-,no
s04383,history,behavior.,2025-02-28,done,b-,yes
s07240,history,agree within side stop.,2025-03-08,done,f,yes
s07185,science,tonight interest.,2024-10-17,done,c-,yes
s02316,arabic,poor in.,2024-10-09,not done,a,yes
s04264,history,ever article car election.,2024-10-11,not done,a+,yes
s09524,math,old others image.,2025-02-02,not done,a+,yes
s10367,geography,fund ball from.,2024-12-09,pending,a,no
s01585,history,prepare maybe will.,2024-12-09,not done,c,yes
s11481,geography,end realize.,2024-11-15,not done,b,no
s05468,math,middle according.,2025-01-09,done,c-,yes
s11820,history,bag only significant.,2025-03-01,done,c-,yes
s02074,math,plant myself catch.,2024-12-09,not done,d,yes
s02807,math,east coach.,2024-10-28,done,c-,yes
s00758,english,event determine.,2024-12-09,done,f,no
s07478,arabic,fill record.,2024-12-19,done,d,unknown
s07675,math,off mention middle.,2025-03-08,done,b-,no
s03221,geography,summer bank.,2025-02-21,done,b-,unknown
s08673,math,reach letter shake respond.,2025-01-25,done,b-,no
s10723,science,person environment early.,2025-01-01,done,c,yes
s06993,history,light administration wall.,2024-10-22,done,b,no
s10006,english,they benefit.,2024-11-10,not done,a+,unknown
s05029,geography,ready before.,2025-01-15,not done,d,no
s02074,math,machine include sell.,2025-01-28,done,b-,no
s04776,science,for recent ok.,2024-11-30,done,a,yes
s06731,arabic,future could.,2024-09-26,done,d,yes
s06773,arabic,garden enter.,2025-01-12,done,f,yes
s07010,english,describe eat their.,2024-09-27,done,b-,no
s00586,english,skin owner.,2024-12-26,not done,b-,no
s01392,math,those international.,2024-12-09,not done,b-,unknown
s06863,history,floor hot reach.,2025-01-02,done,f,no
s06021,math,share power.,2024-09-15,not done,d,unknown
s06059,geography,red standard.,2024-11-23,not done,c-,no
s06394,history,beyond lay send.,2024-10-02,pending,a+,unknown
s05439,math,middle conference window.,2025-03-02,pending,a+,yes
s05229,history,process shake.,2024-12-09,not done,f,unknown
s06304,math,clearly.,2024-10-19,done,b,unknown
s06631,english,oil ground.,2024-12-06,done,b,yes
s11521,english,which once improve.,2024-11-15,not done,b-,yes
s04723,geography,share term agency.,2025-01-25,not done,c,no
s02581,math,set discuss laugh.,2024-12-09,done,a,no
s04123,science,available without southern.,2024-12-09,pending,a+,no
s07456,history,side for.,2025-01-14,done,d,no
s01495,arabic,them people.,2024-10-07,done,b,yes
s08751,math,point her career.,2024-11-30,pending,a,no
s10664,history,activity interest.,2024-10-25,not done,a+,no
s09205,english,professor because song.,2025-01-10,not done,b,unknown
s01977,geography,it reach.,2024-09-28,done,a,no
s07462,english,baby.,2025-02-03,done,d,yes
s10542,geography,stage statement meeting.,2025-02-07,done,b-,unknown
s08896,science,person ability.,2025-01-29,not done,d,no
s04846,geography,voice stock.,2025-01-11,not done,c-,no
s11761,math,wrong war environmental.,2024-12-09,not done,b,unknown
s06212,english,everyone speak.,2024-12-09,not done,c-,no
s01899,math,why consider.,2025-01-16,done,c-,no
s05542,science,career carry.,2024-12-09,not done,d,unknown
s05003,english,pay make.,2024-12-24,done,f,no
s04225,history,whatever since front.,2024-10-04,pending,a,no
s05019,geography,together watch.,2024-10-01,done,d,yes
s05192,arabic,participant situation.,2024-11-14,done,b-,no
s10262,math,question agency want.,2024-12-09,not done,f,unknown
s03096,history,future explain.,2024-12-09,not done,a+,no
s03437,arabic,at concern meeting.,2024-11-07,done,b,unknown
s10723,science,manager high.,2024-12-07,not done,f,yes
s10657,history,from condition check.,2024-12-09,done,f,unknown
s00305,arabic,relate successful.,2024-11-06,pending,c,yes
s03445,arabic,audience guess.,2024-12-09,pending,d,unknown
s08848,science,doctor.,2025-03-01,done,b,no
s06603,arabic,society this.,2024-12-22,done,f,no
s00418,english,concern require tough.,2025-01-24,not done,c,no
s08792,science,cup major event recent.,2024-12-09,done,c-,yes
s10297,math,letter tax.,2025-01-25,pending,d,unknown
s03966,history,each be.,2024-11-15,done,c-,unknown
s12080,geography,those continue gas.,2024-12-25,not done,b,yes
s08743,history,find only.,2025-02-07,done,d,yes
s02748,english,west especially deep.,2025-02-04,done,d,yes
s06434,math,born write news.,2024-12-02,done,c,unknown
s04254,english,put kind source.,2024-12-09,pending,f,no
s03730,math,available discussion.,2024-12-09,not done,b-,unknown
s05286,math,leave summer so.,2024-12-13,done,f,unknown
s09985,english,floor produce.,2024-12-07,not done,a+,yes
s11290,geography,fast to.,2024-09-30,pending,c-,yes
s11204,history,wall company nice.,2024-12-13,done,a,no
s10896,history,opportunity society.,2024-12-09,done,a,no
s03409,arabic,term suggest last.,2024-12-09,done,a+,no
s05134,math,stuff production.,2024-12-09,done,a+,unknown
s07765,arabic,establish probably public.,2025-01-26,not done,b,unknown
s06195,science,road there.,2024-12-09,done,b-,no
s03135,arabic,especially fish after.,2024-10-07,not done,b-,no
s02003,arabic,happy authority message.,2025-02-12,done,f,yes
s10550,geography,produce add person cup.,2025-01-20,not done,b,yes
s04551,geography,firm several carry group.,2025-01-23,done,b-,no
s07388,history,lawyer friend.,2025-01-19,not done,b,unknown
s03721,math,act medical.,2025-01-17,done,f,no
s07904,english,direction interview against structure.,2024-11-08,done,d,unknown
s06260,geography,realize thus.,2024-12-29,not done,b-,unknown
s01584,arabic,determine catch tough.,2024-12-15,done,c,unknown
s04462,history,imagine about.,2024-11-12,done,c,yes
s11953,arabic,military population.,2024-10-03,not done,d,unknown
s05998,geography,building bank.,2025-01-28,done,a,yes
s08547,history,real office.,2024-12-09,pending,f,yes
s02387,english,seem allow through.,2024-11-11,done,c,unknown
s01539,science,politics significant.,2024-12-04,done,a,no
s08227,science,employee and tell.,2024-12-22,not done,f,unknown
s08968,geography,him our.,2024-10-08,pending,d,unknown
s05439,science,loss whom create.,2024-12-09,done,d,yes
s06491,geography,avoid during wait.,2024-12-31,done,c-,yes
s05890,science,majority reduce.,2024-12-09,done,f,no
s06274,history,case ten.,2024-12-09,done,a,unknown
